kegg	mnx_id	ec	bigg	seed	metacyc	rhea	description	ambiguous
R05906	MNXR109936	2.4.3.1					CMP-N-acetylneuraminate + G00837 <=> CMP + G00251||1 keggG:G10616@IN + 1 keggG:G00837@IN <=> 1 keggG:G10621@IN + 1 keggG:G00251@IN	
R05907	MNXR109937	2.4.1.41					UDP-N-acetyl-D-galactosamine + [Protein]-L-serine <=> UDP + Tn antigen||1 keggG:G10611@IN + 1 keggC:C02189@IN <=> 1 keggG:G10619@IN + 1 keggG:G00023@IN	
R05908	MNXR145754	2.4.1.122					UDP-D-galactose + Tn antigen <=> UDP + Thomsen-Friedenreich antigen||1 keggG:G10609@IN + 1 keggG:G00023@IN <=> 1 keggG:G10619@IN + 1 keggG:G00024@IN	
R05909	MNXR153250	2.4.1.147					UDP-N-acetyl-D-glucosamine + Tn antigen <=> UDP + G00028||1 keggG:G10610@IN + 1 keggG:G00023@IN <=> 1 keggG:G10619@IN + 1 keggG:G00028@IN	
R05910	MNXR109938	2.4.1.102|2.4.1.148					UDP-N-acetyl-D-glucosamine + Tn antigen <=> UDP + G00031||1 keggG:G10610@IN + 1 keggG:G00023@IN <=> 1 keggG:G10619@IN + 1 keggG:G00031@IN	ec(2)
R05911	MNXR145797	2.4.3.3					CMP-N-acetylneuraminate + Tn antigen <=> CMP + Sialyl-Tn antigen||1 keggG:G10616@IN + 1 keggG:G00023@IN <=> 1 keggG:G10621@IN + 1 keggG:G00035@IN	
R05912	MNXR148806	2.4.1.102					UDP-N-acetyl-D-glucosamine + Thomsen-Friedenreich antigen <=> UDP + G00025||1 keggG:G10610@IN + 1 keggG:G00024@IN <=> 1 keggG:G10619@IN + 1 keggG:G00025@IN	
R05913	MNXR148826	2.4.3.4					CMP-N-acetylneuraminate + Thomsen-Friedenreich antigen <=> CMP + Sialyl T antigen||1 keggG:G10616@IN + 1 keggG:G00024@IN <=> 1 keggG:G10621@IN + 1 keggG:G00026@IN	
R05914	MNXR109939	2.4.3.3|2.4.3.7					CMP-N-acetylneuraminate + Sialyl T antigen <=> CMP + G00027||1 keggG:G10616@IN + 1 keggG:G00026@IN <=> 1 keggG:G10621@IN + 1 keggG:G00027@IN	ec(2)
R05915	MNXR151424	2.4.1.148					UDP-N-acetyl-D-glucosamine + G00028 <=> UDP + G00029||1 keggG:G10610@IN + 1 keggG:G00028@IN <=> 1 keggG:G10619@IN + 1 keggG:G00029@IN	
R05916	MNXR109940	2.4.1.198					UDP-N-acetyl-D-glucosamine + 1-Phosphatidyl-D-myo-inositol <=> UDP + G00143||1 keggG:G10610@IN + 1 keggC:C01194@IN <=> 1 keggG:G10619@IN + 1 keggG:G00143@IN	
R05917	MNXR109941	3.5.1.89	ACGPID|ACGPID_cho|R_ACGPID|R_ACGPID_cho	rxn34310			G00143 + H2O <=> G00144 + Acetate||1 keggG:G00143@IN + 1 keggC:C00001@IN <=> 1 keggG:G00144@IN + 1 keggC:C00033@IN	ec_fallback(participants>=0.50,bigg:4)
R05918	MNXR109942	2.3.-.-		rxn34311			G00144 + Palmitoyl-CoA <=> G00145 + CoA||1 keggG:G00144@IN + 1 keggC:C00154@IN <=> 1 keggG:G00145@IN + 1 keggC:C00010@IN	
R05919	MNXR109943	2.4.1.-		rxn31283			Dolichyl phosphate D-mannose + G00145 <=> Dolichyl phosphate + G00146||1 keggG:G10617@IN + 1 keggG:G00145@IN <=> 1 keggG:G10622@IN + 1 keggG:G00146@IN	
R05922	MNXR109946	2.4.1.-		rxn31284			Dolichyl phosphate D-mannose + G00148 <=> Dolichyl phosphate + G00149||1 keggG:G10617@IN + 1 keggG:G00148@IN <=> 1 keggG:G10622@IN + 1 keggG:G00149@IN	
R05923	MNXR109947						Phosphatidylethanolamine + G00140 <=> 1,2-Diacyl-sn-glycerol + G00141||1 keggC:C00350@IN + 1 keggG:G00140@IN <=> 1 keggC:C00641@IN + 1 keggG:G00141@IN	
R05924	MNXR109948	2.7.-.-					Phosphatidylethanolamine + G00141 <=> 1,2-Diacyl-sn-glycerol + G00151||1 keggC:C00350@IN + 1 keggG:G00141@IN <=> 1 keggC:C00641@IN + 1 keggG:G00151@IN	
R05925	MNXR149415	2.4.2.26|2.4.2.63					UDP-D-xylose + [Protein]-L-serine <=> UDP + G00154||1 keggG:G10613@IN + 1 keggC:C02189@IN <=> 1 keggG:G10619@IN + 1 keggG:G00154@IN	ec(2)
R05926	MNXR109950	2.4.1.133					UDP-D-galactose + G00154 <=> UDP + G00155||1 keggG:G10609@IN + 1 keggG:G00154@IN <=> 1 keggG:G10619@IN + 1 keggG:G00155@IN	
R05927	MNXR144936	2.4.1.134					UDP-D-galactose + G00155 <=> UDP + G00156||1 keggG:G10609@IN + 1 keggG:G00155@IN <=> 1 keggG:G10619@IN + 1 keggG:G00156@IN	
R05928	MNXR148838	2.4.1.135					UDP-D-glucuronate + G00156 <=> UDP + G00157||1 keggG:G10612@IN + 1 keggG:G00156@IN <=> 1 keggG:G10619@IN + 1 keggG:G00157@IN	
R05929	MNXR109951	2.4.1.174					UDP-N-acetyl-D-galactosamine + G00157 <=> UDP + G00158||1 keggG:G10611@IN + 1 keggG:G00157@IN <=> 1 keggG:G10619@IN + 1 keggG:G00158@IN	
R05930	MNXR149417	2.4.1.223					UDP-N-acetyl-D-glucosamine + G00157 <=> UDP + G00162||1 keggG:G10610@IN + 1 keggG:G00157@IN <=> 1 keggG:G10619@IN + 1 keggG:G00162@IN	
R05931	MNXR109953	2.4.1.226					UDP-D-glucuronate + G00158 <=> UDP + G00159||1 keggG:G10612@IN + 1 keggG:G00158@IN <=> 1 keggG:G10619@IN + 1 keggG:G00159@IN	
R05932	MNXR109954	2.4.1.175					UDP-N-acetyl-D-galactosamine + G00159 <=> UDP + G00160||1 keggG:G10611@IN + 1 keggG:G00159@IN <=> 1 keggG:G10619@IN + 1 keggG:G00160@IN	
R05933	MNXR109955	2.4.1.226					UDP-D-glucuronate + G00160 <=> UDP + G00180||1 keggG:G10612@IN + 1 keggG:G00160@IN <=> 1 keggG:G10619@IN + 1 keggG:G00180@IN	
R05934	MNXR109956	2.4.1.175					UDP-N-acetyl-D-galactosamine + G00180 <=> UDP + G00161||1 keggG:G10611@IN + 1 keggG:G00180@IN <=> 1 keggG:G10619@IN + 1 keggG:G00161@IN	
R05935	MNXR109957	2.4.1.225					UDP-D-glucuronate + G00162 <=> UDP + G00163||1 keggG:G10612@IN + 1 keggG:G00162@IN <=> 1 keggG:G10619@IN + 1 keggG:G00163@IN	
R05936	MNXR109958	2.4.1.224					UDP-N-acetyl-D-glucosamine + G00163 <=> UDP + G00164||1 keggG:G10610@IN + 1 keggG:G00163@IN <=> 1 keggG:G10619@IN + 1 keggG:G00164@IN	
R05937	MNXR148187	2.4.3.9					CMP-N-acetylneuraminate + Lactosylceramide <=> CMP + GM3||1 keggG:G10616@IN + 1 keggG:G00092@IN <=> 1 keggG:G10621@IN + 1 keggG:G00108@IN	
R05938	MNXR148193	2.4.1.92					UDP-N-acetyl-D-galactosamine + Lactosylceramide <=> UDP + GA2||1 keggG:G10611@IN + 1 keggG:G00092@IN <=> 1 keggG:G10619@IN + 1 keggG:G00123@IN	
R05939	MNXR148817	2.4.1.92					UDP-N-acetyl-D-galactosamine + GM3 <=> UDP + GM2||1 keggG:G10611@IN + 1 keggG:G00108@IN <=> 1 keggG:G10619@IN + 1 keggG:G00109@IN	
R05940	MNXR148814	2.4.3.8					CMP-N-acetylneuraminate + GM3 <=> CMP + GD3||1 keggG:G10616@IN + 1 keggG:G00108@IN <=> 1 keggG:G10621@IN + 1 keggG:G00113@IN	
R05941	MNXR148847	2.4.1.62					UDP-D-galactose + GM2 <=> UDP + GM1||1 keggG:G10609@IN + 1 keggG:G00109@IN <=> 1 keggG:G10619@IN + 1 keggG:G00110@IN	
R05942	MNXR148874	2.4.3.2					CMP-N-acetylneuraminate + GM1 <=> CMP + GD1a||1 keggG:G10616@IN + 1 keggG:G00110@IN <=> 1 keggG:G10621@IN + 1 keggG:G00111@IN	
R05943	MNXR148890	2.4.99.-					CMP-N-acetylneuraminate + GD1a <=> CMP + GT1a||1 keggG:G10616@IN + 1 keggG:G00111@IN <=> 1 keggG:G10621@IN + 1 keggG:G00112@IN	
R05944	MNXR109959	2.4.1.-					GDP-L-fucose + GM1 <=> GDP + Fucosyl-GM1||1 keggG:G10615@IN + 1 keggG:G00110@IN <=> 1 keggG:G10620@IN + 1 keggG:G00166@IN	
R05945	MNXR109960						CMP-N-acetylneuraminate + GD1a <=> CMP + GT1aalpha||1 keggG:G10616@IN + 1 keggG:G00111@IN <=> 1 keggG:G10621@IN + 1 keggG:G00128@IN	
R05946	MNXR153737	2.4.1.92					UDP-N-acetyl-D-galactosamine + GD3 <=> UDP + GD2||1 keggG:G10611@IN + 1 keggG:G00113@IN <=> 1 keggG:G10619@IN + 1 keggG:G00114@IN	
R05947	MNXR109961	2.4.3.8					CMP-N-acetylneuraminate + GD3 <=> CMP + GT3||1 keggG:G10616@IN + 1 keggG:G00113@IN <=> 1 keggG:G10621@IN + 1 keggG:G00118@IN	
R05948	MNXR153062	2.4.1.62					UDP-D-galactose + GD2 <=> UDP + GD1b||1 keggG:G10609@IN + 1 keggG:G00114@IN <=> 1 keggG:G10619@IN + 1 keggG:G00115@IN	
R05949	MNXR146472	2.4.3.2					CMP-N-acetylneuraminate + GD1b <=> CMP + GT1b||1 keggG:G10616@IN + 1 keggG:G00115@IN <=> 1 keggG:G10621@IN + 1 keggG:G00116@IN	
R05950	MNXR149132	2.4.99.-					CMP-N-acetylneuraminate + GT1b <=> CMP + GQ1b||1 keggG:G10616@IN + 1 keggG:G00116@IN <=> 1 keggG:G10621@IN + 1 keggG:G00117@IN	
R05951	MNXR146482						CMP-N-acetylneuraminate + GT1b <=> CMP + GQ1balpha||1 keggG:G10616@IN + 1 keggG:G00116@IN <=> 1 keggG:G10621@IN + 1 keggG:G00129@IN	
R05952	MNXR109962	2.4.1.92					UDP-N-acetyl-D-galactosamine + GT3 <=> UDP + GT2||1 keggG:G10611@IN + 1 keggG:G00118@IN <=> 1 keggG:G10619@IN + 1 keggG:G00119@IN	
R05953	MNXR153066	2.4.1.62	B3GALT44g_cho|R_B3GALT44g_cho				UDP-D-galactose + GT2 <=> UDP + GT1c||1 keggG:G10609@IN + 1 keggG:G00119@IN <=> 1 keggG:G10619@IN + 1 keggG:G00120@IN	ec_fallback(participants>=0.50,bigg:2)
R05954	MNXR146477	2.4.99.-					CMP-N-acetylneuraminate + GT1c <=> CMP + GQ1c||1 keggG:G10616@IN + 1 keggG:G00120@IN <=> 1 keggG:G10621@IN + 1 keggG:G00121@IN	
R05955	MNXR146479	2.4.99.-					CMP-N-acetylneuraminate + GQ1c <=> CMP + GP1c||1 keggG:G10616@IN + 1 keggG:G00121@IN <=> 1 keggG:G10621@IN + 1 keggG:G00122@IN	
R05956	MNXR149125	2.4.1.62					UDP-D-galactose + GA2 <=> UDP + Asialo-GM1||1 keggG:G10609@IN + 1 keggG:G00123@IN <=> 1 keggG:G10619@IN + 1 keggG:G00124@IN	
R05957	MNXR109963	2.4.3.2					CMP-N-acetylneuraminate + Asialo-GM1 <=> CMP + GM1b||1 keggG:G10616@IN + 1 keggG:G00124@IN <=> 1 keggG:G10621@IN + 1 keggG:G00125@IN	
R05958	MNXR146484						CMP-N-acetylneuraminate + GM1b <=> CMP + GD1c||1 keggG:G10616@IN + 1 keggG:G00125@IN <=> 1 keggG:G10621@IN + 1 keggG:G00126@IN	
R05959	MNXR109964	2.4.3.7					CMP-N-acetylneuraminate + GM1b <=> CMP + GD1a||1 keggG:G10616@IN + 1 keggG:G00125@IN <=> 1 keggG:G10621@IN + 1 keggG:G00127@IN	
R05960	MNXR148184	2.4.1.228					UDP-D-galactose + Lactosylceramide <=> UDP + Globotriaosylceramide||1 keggG:G10609@IN + 1 keggG:G00092@IN <=> 1 keggG:G10619@IN + 1 keggG:G00093@IN	
R05961	MNXR148269	3.2.1.22					H2O + Globotriaosylceramide <=> D-Galactose + Lactosylceramide||1 keggC:C00001@IN + 1 keggG:G00093@IN <=> 1 keggC:C00124@IN + 1 keggG:G00092@IN	
R05962	MNXR151089	2.4.1.79					UDP-N-acetyl-D-galactosamine + Globotriaosylceramide <=> UDP + Globoside||1 keggG:G10611@IN + 1 keggG:G00093@IN <=> 1 keggG:G10619@IN + 1 keggG:G00094@IN	
R05963	MNXR148587	3.2.1.52					H2O + Globoside <=> N-Acetyl-D-galactosamine + Globotriaosylceramide||1 keggC:C00001@IN + 1 keggG:G00094@IN <=> 1 keggC:C01132@IN + 1 keggG:G00093@IN	
R05964	MNXR153068	2.4.1.-					UDP-D-galactose + Globoside <=> UDP + Galactosylgloboside||1 keggG:G10609@IN + 1 keggG:G00094@IN <=> 1 keggG:G10619@IN + 1 keggG:G00097@IN	
R05965	MNXR148580	2.4.1.88					UDP-N-acetyl-D-galactosamine + Globoside <=> UDP + Forssman antigen||1 keggG:G10611@IN + 1 keggG:G00094@IN <=> 1 keggG:G10619@IN + 1 keggG:G00095@IN	
R05966	MNXR148583	3.2.1.49					H2O + Forssman antigen <=> N-Acetyl-D-galactosamine + Globoside||1 keggC:C00001@IN + 1 keggG:G00095@IN <=> 1 keggC:C01132@IN + 1 keggG:G00094@IN	
R05967	MNXR149420	2.4.3.2					CMP-N-acetylneuraminate + Galactosylgloboside <=> CMP + Monosialylgalactosylgloboside||1 keggG:G10616@IN + 1 keggG:G00097@IN <=> 1 keggG:G10621@IN + 1 keggG:G00098@IN	
R05968	MNXR149422	2.4.1.69					GDP-L-fucose + Galactosylgloboside <=> GDP + Globo-H||1 keggG:G10615@IN + 1 keggG:G00097@IN <=> 1 keggG:G10620@IN + 1 keggG:G00099@IN	
R05969	MNXR147128	2.7.8.15					UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase||UDP-N-acetyl-alpha-D-glucosamine + Dolichyl phosphate <=> UMP + N-Acetyl-D-glucosaminyldiphosphodolichol||1 keggC:C00043@IN + 1 keggC:C00110@IN <=> 1 keggC:C00105@IN + 1 keggG:G00001@IN	
R05970	MNXR145029	2.4.1.141					UDP-N-acetyl-D-glucosamine + N-Acetyl-D-glucosaminyldiphosphodolichol <=> UDP + N,N'-Chitobiosyldiphosphodolichol||1 keggG:G10610@IN + 1 keggG:G00001@IN <=> 1 keggG:G10619@IN + 1 keggG:G00002@IN	
R05971	MNXR148766	2.4.1.206					UDP-N-acetyl-D-glucosamine + Lactosylceramide <=> UDP + Lc3Cer||1 keggG:G10610@IN + 1 keggG:G00092@IN <=> 1 keggG:G10619@IN + 1 keggG:G00036@IN	
R05972	MNXR148775	2.4.1.142					GDP-D-mannose + N,N'-Chitobiosyldiphosphodolichol <=> GDP + G00003||1 keggG:G10614@IN + 1 keggG:G00002@IN <=> 1 keggG:G10620@IN + 1 keggG:G00003@IN	
R05973	MNXR149101	2.4.1.132					GDP-D-mannose + G00003 <=> GDP + G00004||1 keggG:G10614@IN + 1 keggG:G00003@IN <=> 1 keggG:G10620@IN + 1 keggG:G00004@IN	
R05974	MNXR109967	2.4.1.149					UDP-N-acetyl-D-glucosamine + nLc6Cer <=> UDP + nLc7Cer||1 keggG:G10610@IN + 1 keggG:G00067@IN <=> 1 keggG:G10619@IN + 1 keggG:G00068@IN	
R05975	MNXR148889	2.4.1.149					UDP-N-acetyl-D-glucosamine + Paragloboside <=> UDP + nLc5Cer||1 keggG:G10610@IN + 1 keggG:G00050@IN <=> 1 keggG:G10619@IN + 1 keggG:G00066@IN	
R05976	MNXR109968	2.4.99.18					Protein asparagine + G00008 <=> Dolichyl diphosphate + G00009||1 keggC:C03021@IN + 1 keggG:G00008@IN <=> 1 keggC:C00621@IN + 1 keggG:G00009@IN	
R05977	MNXR153074	2.4.1.-|2.4.1.275					UDP-D-galactose + Lc3Cer <=> UDP + Paragloboside||1 keggG:G10609@IN + 1 keggG:G00036@IN <=> 1 keggG:G10619@IN + 1 keggG:G00050@IN	ec(2)
R05978	MNXR109969	2.4.1.87					UDP-D-galactose + Paragloboside <=> UDP + IV3Gala-nLc4-Cer||1 keggG:G10609@IN + 1 keggG:G00050@IN <=> 1 keggG:G10619@IN + 1 keggG:G00051@IN	
R05979	MNXR109970	3.2.1.106					H2O + G00009 <=> beta-D-Glucose + G00171||1 keggC:C00001@IN + 1 keggG:G00009@IN <=> 1 keggC:C00221@IN + 1 keggG:G00171@IN	
R05980	MNXR109971	3.2.1.207		rxn34315			Glc2Man9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting)||H2O + G00171 <=> D-Glucose + G00010||1 keggC:C00001@IN + 1 keggG:G00171@IN <=> 1 keggC:C00031@IN + 1 keggG:G00010@IN	
R05981	MNXR109972	3.2.1.207		rxn34316			GlcMan9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting)||H2O + G00010 <=> D-Glucose + G00011||1 keggC:C00001@IN + 1 keggG:G00010@IN <=> 1 keggC:C00031@IN + 1 keggG:G00011@IN	
R05983	MNXR109974	2.4.1.101					UDP-N-acetyl-D-glucosamine + G00012 <=> UDP + G00013||1 keggG:G10610@IN + 1 keggG:G00012@IN <=> 1 keggG:G10619@IN + 1 keggG:G00013@IN	
R05984	MNXR109975	3.2.1.114					G00013 + 2 H2O <=> G00014 + 2 alpha-D-Mannose||1 keggG:G00013@IN + 2 keggC:C00001@IN <=> 1 keggG:G00014@IN + 2 keggC:C00936@IN	
R05985	MNXR109976	2.4.1.143					UDP-N-acetyl-D-glucosamine + G00014 <=> UDP + G00015||1 keggG:G10610@IN + 1 keggG:G00014@IN <=> 1 keggG:G10619@IN + 1 keggG:G00015@IN	
R05986	MNXR109977	2.4.1.144					UDP-N-acetyl-D-glucosamine + G00015 <=> UDP + G00019||1 keggG:G10610@IN + 1 keggG:G00015@IN <=> 1 keggG:G10619@IN + 1 keggG:G00019@IN	
R05987	MNXR109978	2.4.1.145					UDP-N-acetyl-D-glucosamine + G00015 <=> UDP + G00020||1 keggG:G10610@IN + 1 keggG:G00015@IN <=> 1 keggG:G10619@IN + 1 keggG:G00020@IN	
R05988	MNXR109979	2.4.1.68					GDP-L-fucose + G00015 <=> GDP + Core fucose||1 keggG:G10615@IN + 1 keggG:G00015@IN <=> 1 keggG:G10620@IN + 1 keggG:G00016@IN	
R05989	MNXR109980	2.4.1.38					UDP-galactose:N-acetyl-beta-D-glucosaminylglycopeptide beta-1,4-galactosyltransferase||2 UDP-D-galactose + Core fucose <=> 2 UDP + G00017||2 keggG:G10609@IN + 1 keggG:G00016@IN <=> 2 keggG:G10619@IN + 1 keggG:G00017@IN	
R05990	MNXR109981	2.4.3.1					CMP-N-acetylneuraminate:beta-D-galactosyl 1,4-N-acetyl-beta-D-glucosamine alpha 2,6-N-acetylneuraminyltransferase||2 CMP-N-acetylneuraminate + G00017 <=> 2 CMP + DS 3||2 keggG:G10616@IN + 1 keggG:G00017@IN <=> 2 keggG:G10621@IN + 1 keggG:G00018@IN	
R05991	MNXR109982	2.4.1.155					UDP-N-acetyl-D-glucosamine + G00020 <=> UDP + G00021||1 keggG:G10610@IN + 1 keggG:G00020@IN <=> 1 keggG:G10619@IN + 1 keggG:G00021@IN	
R05992	MNXR109983	2.4.1.201					UDP-N-acetyl-D-glucosamine + G00021 <=> UDP + G00022||1 keggG:G10610@IN + 1 keggG:G00021@IN <=> 1 keggG:G10619@IN + 1 keggG:G00022@IN	
R05994	MNXR149129	3.2.1.23					Asialo-GM1 + H2O <=> GA2 + D-Galactose||1 keggG:G00124@IN + 1 keggC:C00001@IN <=> 1 keggG:G00123@IN + 1 keggC:C00124@IN	
R05995	MNXR149131	2.4.3.8					CMP-N-acetylneuraminate + GT1a <=> CMP + GQ1b||1 keggG:G10616@IN + 1 keggG:G00112@IN <=> 1 keggG:G10621@IN + 1 keggG:G00117@IN	
R05996	MNXR149134	3.2.1.18					GT1b + N-Acetylneuraminate <=> GQ1b + H2O||1 keggG:G00116@IN + 1 keggC:C00270@IN <=> 1 keggG:G00117@IN + 1 keggC:C00001@IN	
R05998	MNXR149136	3.2.1.18					GT1b + H2O <=> GD1b + N-Acetylneuraminate||1 keggG:G00116@IN + 1 keggC:C00001@IN <=> 1 keggG:G00115@IN + 1 keggC:C00270@IN	
R05999	MNXR148196	3.2.1.18					Lactosylceramide + N-Acetylneuraminate <=> GM3 + H2O||1 keggG:G00092@IN + 1 keggC:C00270@IN <=> 1 keggG:G00108@IN + 1 keggC:C00001@IN	
R06000	MNXR148893	2.4.3.8					CMP-N-acetylneuraminate + GD1a <=> CMP + GT1b||1 keggG:G10616@IN + 1 keggG:G00111@IN <=> 1 keggG:G10621@IN + 1 keggG:G00116@IN	
R06001	MNXR148200	3.2.1.52					GA2 + H2O <=> Lactosylceramide + N-Acetyl-D-galactosamine||1 keggG:G00123@IN + 1 keggC:C00001@IN <=> 1 keggG:G00092@IN + 1 keggC:C01132@IN	
R06003	MNXR148871	2.4.3.9					CMP-N-acetylneuraminate + Asialo-GM1 <=> CMP + GM1||1 keggG:G10616@IN + 1 keggG:G00124@IN <=> 1 keggG:G10621@IN + 1 keggG:G00110@IN	
R06004	MNXR148822	3.2.1.52					GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine||1 keggG:G00109@IN + 1 keggC:C00001@IN <=> 1 keggG:G00108@IN + 1 keggC:C01132@IN	
R06005	MNXR148878	2.4.3.8					CMP-N-acetylneuraminate + GM1 <=> CMP + GD1b||1 keggG:G10616@IN + 1 keggG:G00110@IN <=> 1 keggG:G10621@IN + 1 keggG:G00115@IN	
R06006	MNXR153070	2.4.1.86					UDP-D-galactose + Lc3Cer <=> UDP + Lc4Cer||1 keggG:G10609@IN + 1 keggG:G00036@IN <=> 1 keggG:G10619@IN + 1 keggG:G00037@IN	
R06007	MNXR148844	2.4.3.9					CMP-N-acetylneuraminate + GA2 <=> CMP + GM2||1 keggG:G10616@IN + 1 keggG:G00123@IN <=> 1 keggG:G10621@IN + 1 keggG:G00109@IN	
R06009	MNXR148851	2.4.3.8					CMP-N-acetylneuraminate + GM2 <=> CMP + GD2||1 keggG:G10616@IN + 1 keggG:G00109@IN <=> 1 keggG:G10621@IN + 1 keggG:G00114@IN	
R06010	MNXR148853	3.2.1.23					GM1 + H2O <=> GM2 + D-Galactose||1 keggG:G00110@IN + 1 keggC:C00001@IN <=> 1 keggG:G00109@IN + 1 keggC:C00124@IN	
R06011	MNXR148818	2.4.1.165					UDP-N-acetyl-D-galactosamine + GM3 <=> UDP + G00176||1 keggG:G10611@IN + 1 keggG:G00108@IN <=> 1 keggG:G10619@IN + 1 keggG:G00176@IN	
R06012	MNXR148856	3.2.1.18					GM2 + H2O <=> GA2 + N-Acetylneuraminate||1 keggG:G00109@IN + 1 keggC:C00001@IN <=> 1 keggG:G00123@IN + 1 keggC:C00270@IN	
R06013	MNXR148887	2.4.1.150					UDP-N-acetyl-D-glucosamine + Paragloboside <=> UDP + G00174||1 keggG:G10610@IN + 1 keggG:G00050@IN <=> 1 keggG:G10619@IN + 1 keggG:G00174@IN	
R06014	MNXR148842	2.4.1.138					UDP-N-acetyl-D-glucosamine + G00172 <=> UDP + G07376||1 keggG:G10610@IN + 1 keggG:G00172@IN <=> 1 keggG:G10619@IN + 1 keggG:G07376@IN	
R06015	MNXR109984	2.4.1.214					GDP-L-fucose + G00015 <=> GDP + G00178||1 keggG:G10615@IN + 1 keggG:G00015@IN <=> 1 keggG:G10620@IN + 1 keggG:G00178@IN	
R06016	MNXR109985	2.4.2.38					UDP-D-xylose + G00015 <=> UDP + G00179||1 keggG:G10613@IN + 1 keggG:G00015@IN <=> 1 keggG:G10619@IN + 1 keggG:G00179@IN	
R06021	MNXR109988	2.4.1.-					UDP-D-galactose + G00077 <=> UDP + iso-nLc8Cer||1 keggG:G10609@IN + 1 keggG:G00077@IN <=> 1 keggG:G10619@IN + 1 keggG:G00078@IN	
R06024	MNXR153633	2.4.1.69					GDP-L-fucose + Paragloboside <=> GDP + IV2Fuc-nLc4Cer||1 keggG:G10615@IN + 1 keggG:G00050@IN <=> 1 keggG:G10620@IN + 1 keggG:G00055@IN	
R06025	MNXR153637	2.4.1.-|2.4.1.152|2.4.1.65					GDP-L-fucose + Paragloboside <=> GDP + III3Fuc-nLc4Cer||1 keggG:G10615@IN + 1 keggG:G00050@IN <=> 1 keggG:G10620@IN + 1 keggG:G00060@IN	ec(3)
R06026	MNXR146475	2.4.3.6					CMP-N-acetylneuraminate + Paragloboside <=> CMP + Sialyl-3-paragloboside||1 keggG:G10616@IN + 1 keggG:G00050@IN <=> 1 keggG:G10621@IN + 1 keggG:G00062@IN	
R06027	MNXR109991	2.4.1.-					GDP-L-fucose + IV3Gala-nLc4-Cer <=> GDP + Type II B antigen||1 keggG:G10615@IN + 1 keggG:G00051@IN <=> 1 keggG:G10620@IN + 1 keggG:G00052@IN	
R06029	MNXR109993	2.4.1.37					UDP-D-galactose + IV2Fuc-nLc4Cer <=> UDP + Type II B antigen||1 keggG:G10609@IN + 1 keggG:G00055@IN <=> 1 keggG:G10619@IN + 1 keggG:G00052@IN	
R06031	MNXR109995	2.4.1.69					GDP-L-fucose + Gal-TypeIIA glycolipid <=> GDP + Type IIIH glycolipid||1 keggG:G10615@IN + 1 keggG:G00057@IN <=> 1 keggG:G10620@IN + 1 keggG:G00058@IN	
R06032	MNXR146486	2.4.3.8					CMP-N-acetylneuraminate + Sialyl-3-paragloboside <=> CMP + 3',8'-LD1||1 keggG:G10616@IN + 1 keggG:G00062@IN <=> 1 keggG:G10621@IN + 1 keggG:G00064@IN	
R06033	MNXR109996	2.4.1.-					UDP-D-galactose + nLc5Cer <=> UDP + nLc6Cer||1 keggG:G10609@IN + 1 keggG:G00066@IN <=> 1 keggG:G10619@IN + 1 keggG:G00067@IN	
R06034	MNXR147059	2.4.1.7		rxn00577		24048|24049|24050|24051	sucrose:phosphate alpha-D-glucosyltransferase||Sucrose + Orthophosphate <=> D-Fructose + D-Glucose 1-phosphate||1 keggG:G00370@IN + 1 keggC:C00009@IN <=> 1 keggC:C00095@IN + 1 keggC:C00103@IN	kegg(2),rhea(4)
R06035	MNXR109997	2.4.1.69					GDP-L-fucose + nLc6Cer <=> GDP + VI2Fuc-nLc6||1 keggG:G10615@IN + 1 keggG:G00067@IN <=> 1 keggG:G10620@IN + 1 keggG:G00071@IN	
R06036	MNXR152280	2.4.1.13					UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase||UDP-D-glucose + D-Fructose <=> Sucrose + UDP||1 keggG:G10608@IN + 1 keggC:C00095@IN <=> 1 keggG:G00370@IN + 1 keggG:G10619@IN	
R06037	MNXR109998	2.4.3.6					CMP-N-acetylneuraminate + nLc6Cer <=> CMP + VI3NeuAc-nLc6Cer||1 keggG:G10616@IN + 1 keggG:G00067@IN <=> 1 keggG:G10621@IN + 1 keggG:G00088@IN	
R06038	MNXR109999	2.4.1.-|2.4.1.152|2.4.1.65					GDP-L-fucose + nLc6Cer <=> GDP + V3Fuc-nLc6Cer||1 keggG:G10615@IN + 1 keggG:G00067@IN <=> 1 keggG:G10620@IN + 1 keggG:G00089@IN	ec(3)
R06039	MNXR110000	2.4.1.-|2.4.1.152|2.4.1.65					GDP-L-fucose + nLc8Cer <=> GDP + G00084||1 keggG:G10615@IN + 1 keggG:G00069@IN <=> 1 keggG:G10620@IN + 1 keggG:G00084@IN	ec(3)
